Date,AAPL
2009-06-15,4.081480026245117
2009-06-16,4.0892791748046875
2009-06-17,4.066183567047119
2009-06-18,4.075182914733887
2009-06-19,4.1831512451171875
2009-06-22,4.119870185852051
2009-06-23,4.019099235534668
2009-06-24,4.085379123687744
2009-06-25,4.1945481300354
2009-06-26,4.271924018859863
2009-06-29,4.257829666137695
2009-06-30,4.271626949310303
2009-07-01,4.2836198806762695
2009-07-02,4.199344635009766
2009-07-06,4.157058238983154
2009-07-07,4.060786724090576
2009-07-08,4.115372657775879
2009-07-09,4.0895771980285645
2009-07-10,4.154359340667725
2009-07-13,4.26892614364624
2009-07-14,4.266825199127197
2009-07-15,4.405084609985352
2009-07-16,4.424278259277344
2009-07-17,4.551141262054443
2009-07-20,4.585930824279785
2009-07-21,4.543941974639893
2009-07-22,4.700796127319336
2009-07-23,4.733188629150391
2009-07-24,4.798267841339111
2009-07-27,4.801567554473877
2009-07-28,4.798567295074463
2009-07-29,4.799465179443359
2009-07-30,4.882242202758789
2009-07-31,4.900238037109375
2009-08-03,4.991411209106445
2009-08-04,4.965019226074219
2009-08-05,4.9518208503723145
2009-08-06,4.915833473205566
2009-08-07,4.963814735412598
2009-08-10,4.940125465393066
2009-08-11,4.883440971374512
2009-08-12,4.957820892333984
2009-08-13,5.051091194152832
2009-08-14,5.001906871795654
2009-08-17,4.786271095275879
2009-08-18,4.91853141784668
2009-08-19,4.936526298522949
2009-08-20,4.988409996032715
2009-08-21,5.075084686279297
2009-08-24,5.070286273956299
2009-08-25,5.0804853439331055
2009-08-26,5.020802021026611
2009-08-27,5.0819830894470215
2009-08-28,5.0999755859375
2009-08-31,5.044792175292969
2009-09-01,4.957520008087158
2009-09-02,4.953920841217041
2009-09-03,4.995006561279297
2009-09-04,5.107774257659912
2009-09-08,5.1863508224487305
2009-09-09,5.1326680183410645
2009-09-10,5.175253868103027
2009-09-11,5.163257598876953
2009-09-14,5.2100443840026855
2009-09-15,5.25322961807251
2009-09-16,5.454472541809082
2009-09-17,5.534844875335693
2009-09-18,5.548943519592285
2009-09-21,5.518950462341309
2009-09-22,5.532747745513916
2009-09-23,5.563337326049805
2009-09-24,5.5129523277282715
2009-09-25,5.469466686248779
2009-09-28,5.582832336425781
2009-09-29,5.559739112854004
2009-09-30,5.558841228485107
2009-10-01,5.4241814613342285
2009-10-02,5.545345306396484
2009-10-05,5.578934669494629
2009-10-06,5.698598384857178
2009-10-07,5.705794811248779
2009-10-08,5.676405429840088
2009-10-09,5.712393283843994
2009-10-12,5.722592353820801
2009-10-13,5.698897838592529
2009-10-14,5.73698616027832
2009-10-15,5.715092658996582
2009-10-16,5.639816761016846
2009-10-19,5.694098472595215
2009-10-20,5.961019515991211
2009-10-21,6.14576530456543
2009-10-22,6.154162406921387
2009-10-23,6.116372108459473
2009-10-26,6.0725860595703125
2009-10-27,5.919332504272461
2009-10-28,5.770277500152588
2009-10-29,5.8887410163879395
2009-10-30,5.6533122062683105
2009-11-02,5.6776041984558105
2009-11-03,5.66080904006958
2009-11-04,5.722592353820801
2009-11-05,5.819161415100098
2009-11-06,5.828458309173584
2009-11-09,6.041995048522949
2009-11-10,6.087582111358643
2009-11-11,6.0956807136535645
2009-11-12,6.05789041519165
2009-11-13,6.131670951843262
2009-11-16,6.197049140930176
2009-11-17,6.208146095275879
2009-11-18,6.17695426940918
2009-11-19,6.013503551483154
2009-11-20,5.995810508728027
2009-11-23,6.174554347991943
2009-11-24,6.1313700675964355
2009-11-25,6.123870849609375
2009-11-27,6.015903472900391
2009-11-30,5.995510101318359
2009-12-01,5.907336711883545
2009-12-02,5.885143280029297
2009-12-03,5.892641067504883
2009-12-04,5.797868728637695
2009-12-07,5.666808605194092
2009-12-08,5.69439697265625
2009-12-09,5.932226181030273
2009-12-10,5.891139984130859
2009-12-11,5.8383564949035645
2009-12-14,5.907636642456055
2009-12-15,5.823361873626709
2009-12-16,5.849152565002441
2009-12-17,5.754082679748535
2009-12-18,5.861151218414307
2009-12-21,5.94512414932251
2009-12-22,6.009005069732666
2009-12-23,6.0611891746521
2009-12-24,6.269327640533447
2009-12-28,6.3464035987854
2009-12-29,6.2711262702941895
2009-12-30,6.347304344177246
2009-12-31,6.320011615753174
2010-01-04,6.418382167816162
2010-01-05,6.42948055267334
2010-01-06,6.32720947265625
2010-01-07,6.315512180328369
2010-01-08,6.3575005531311035
2010-01-11,6.301417827606201
2010-01-12,6.229739665985107
2010-01-13,6.3176116943359375
2010-01-14,6.281026363372803
2010-01-15,6.176055431365967
2010-01-19,6.449274063110352
2010-01-20,6.350003719329834
2010-01-21,6.240237236022949
2010-01-22,5.930728435516357
2010-01-25,6.090282440185547
2010-01-26,6.176354885101318
2010-01-27,6.234536647796631
2010-01-28,5.976913928985596
2010-01-29,5.760079383850098
2010-02-01,5.840155601501465
2010-02-02,5.874045372009277
2010-02-03,5.9751129150390625
2010-02-04,5.759779930114746
2010-02-05,5.862046718597412
2010-02-08,5.821861267089844
2010-02-09,5.883944034576416
2010-02-10,5.851852893829346
2010-02-11,5.958320140838623
2010-02-12,6.009604454040527
2010-02-16,6.100179672241211
2010-02-17,6.074685573577881
2010-02-18,6.086082935333252
2010-02-19,6.048293113708496
2010-02-22,6.010802268981934
2010-02-23,5.9100341796875
2010-02-24,6.018003463745117
2010-02-25,6.05819034576416
2010-02-26,6.136767387390137
2010-03-01,6.26782751083374
2010-03-02,6.263630390167236
2010-03-03,6.278024196624756
2010-03-04,6.319411277770996
2010-03-05,6.566540718078613
2010-03-08,6.570438385009766
2010-03-09,6.688603401184082
2010-03-10,6.743186950683594
2010-03-11,6.762978553771973
2010-03-12,6.795970439910889
2010-03-15,6.71319580078125
2010-03-16,6.731489658355713
2010-03-17,6.721591949462891
2010-03-18,6.737488269805908
2010-03-19,6.665510177612305
2010-03-22,6.7404866218566895
2010-03-23,6.848753929138184
2010-03-24,6.879045486450195
2010-03-25,6.797469615936279
2010-03-26,6.924932479858398
2010-03-29,6.969618797302246
2010-03-30,7.073387622833252
2010-03-31,7.047894477844238
2010-04-01,7.076985836029053
2010-04-05,7.15256404876709
2010-04-06,7.184052467346191
2010-04-07,7.2158427238464355
2010-04-08,7.196352481842041
2010-04-09,7.2515339851379395
2010-04-12,7.266530990600586
2010-04-13,7.2707295417785645
2010-04-14,7.368499279022217
2010-04-15,7.465372085571289
2010-04-16,7.419784069061279
2010-04-19,7.409885406494141
2010-04-20,7.335511684417725
2010-04-21,7.774277687072754
2010-04-22,7.991714954376221
2010-04-23,8.122474670410156
2010-04-26,8.082589149475098
2010-04-27,7.858853340148926
2010-04-28,7.845657825469971
2010-04-29,8.056796073913574
2010-04-30,7.830359935760498
2010-05-03,7.988113880157471
2010-05-04,7.758082866668701
2010-05-05,7.6774067878723145
2010-05-06,7.385295867919922
2010-05-07,7.073688983917236
2010-05-10,7.617424011230469
2010-05-11,7.6933064460754395
2010-05-12,7.860353469848633
2010-05-13,7.748483180999756
2010-05-14,7.612330913543701
2010-05-17,7.624322891235352
2010-05-18,7.568540573120117
2010-05-19,7.4479780197143555
2010-05-20,7.130671501159668
2010-05-21,7.267427444458008
2010-05-24,7.400589466094971
2010-05-25,7.354404449462891
2010-05-26,7.321115970611572
2010-05-27,7.598230361938477
2010-05-28,7.704098224639893
2010-06-01,7.822561740875244
2010-06-02,7.916138172149658
2010-06-03,7.891242504119873
2010-06-04,7.676507949829102
2010-06-07,7.52595329284668
2010-06-08,7.47766637802124
2010-06-09,7.293822765350342
2010-06-10,7.513053894042969
2010-06-11,7.603031158447266
2010-06-14,7.6261210441589355
2010-06-15,7.788372993469238
2010-06-16,8.01511001586914
2010-06-17,8.153663635253906
2010-06-18,8.219648361206055
2010-06-21,8.102682113647461
2010-06-22,8.213048934936523
2010-06-23,8.126672744750977
2010-06-24,8.06758975982666
2010-06-25,7.998611927032471
2010-06-28,8.04659652709961
2010-06-29,7.682803630828857
2010-06-30,7.5436482429504395
2010-07-01,7.452173709869385
2010-07-02,7.4059882164001465
2010-07-06,7.4566731452941895
2010-07-07,7.757782459259033
2010-07-08,7.740384578704834
2010-07-09,7.786273002624512
2010-07-12,7.716392517089844
2010-07-13,7.551747798919678
2010-07-14,7.579636096954346
2010-07-15,7.541247367858887
2010-07-16,7.494763374328613
2010-07-19,7.365200519561768
2010-07-20,7.554444313049316
2010-07-21,7.624921798706055
2010-07-22,7.768283843994141
2010-07-23,7.795871257781982
2010-07-26,7.7760796546936035
2010-07-27,7.9200358390808105
2010-07-28,7.8264617919921875
2010-07-29,7.740987777709961
2010-07-30,7.715193748474121
2010-08-02,7.853152275085449
2010-08-03,7.855555057525635
2010-08-04,7.887046813964844
2010-08-05,7.848655700683594
2010-08-06,7.800369739532471
2010-08-09,7.850156307220459
2010-08-10,7.779972076416016
2010-08-11,7.5034613609313965
2010-08-12,7.5514445304870605
2010-08-13,7.470768451690674
2010-08-16,7.4269843101501465
2010-08-17,7.556841850280762
2010-08-18,7.589833736419678
2010-08-19,7.494163513183594
2010-08-20,7.486965179443359
2010-08-23,7.371801853179932
2010-08-24,7.195751190185547
2010-08-25,7.284526348114014
2010-08-26,7.206249713897705
2010-08-27,7.246435642242432
2010-08-30,7.272828102111816
2010-08-31,7.2908196449279785
2010-09-01,7.507656574249268
2010-09-02,7.562837600708008
2010-09-03,7.760783672332764
2010-09-07,7.731996059417725
2010-09-08,7.8852458000183105
2010-09-09,7.889745235443115
2010-09-10,7.89993953704834
2010-09-13,8.008810997009277
2010-09-14,8.039400100708008
2010-09-15,8.104182243347168
2010-09-16,8.294622421264648
2010-09-17,8.25863265991211
2010-09-20,8.494362831115723
2010-09-21,8.510558128356934
2010-09-22,8.629924774169922
2010-09-23,8.66501522064209
2010-09-24,8.76697826385498
2010-09-27,8.732192993164062
2010-09-28,8.603229522705078
2010-09-29,8.618526458740234
2010-09-30,8.50996208190918
2010-10-01,8.473068237304688
2010-10-04,8.356703758239746
2010-10-05,8.66561222076416
2010-10-06,8.673107147216797
2010-10-07,8.674013137817383
2010-10-08,8.819465637207031
2010-10-11,8.858154296875
2010-10-12,8.953527450561523
2010-10-13,9.001513481140137
2010-10-14,9.0665922164917
2010-10-15,9.43938159942627
2010-10-18,9.537152290344238
2010-10-19,9.281929016113281
2010-10-20,9.313119888305664
2010-10-21,9.282830238342285
2010-10-22,9.221346855163574
2010-10-25,9.262435913085938
2010-10-26,9.238743782043457
2010-10-27,9.232142448425293
2010-10-28,9.154467582702637
2010-10-29,9.026701927185059
2010-11-01,9.122673034667969
2010-11-02,9.278030395507812
2010-11-03,9.381197929382324
2010-11-04,9.545249938964844
2010-11-05,9.511059761047363
2010-11-08,9.555747985839844
2010-11-09,9.479571342468262
2010-11-10,9.538052558898926
2010-11-11,9.496667861938477
2010-11-12,9.238142967224121
2010-11-15,9.208453178405762
2010-11-16,9.044997215270996
2010-11-17,9.012308120727539
2010-11-18,9.250138282775879
2010-11-19,9.199155807495117
2010-11-22,9.397993087768555
2010-11-23,9.259135246276855
2010-11-24,9.441180229187012
2010-11-26,9.447179794311523
2010-11-29,9.503260612487793
2010-11-30,9.331713676452637
2010-12-01,9.489165306091309
2010-12-02,9.541648864746094
2010-12-03,9.520356178283691
2010-12-06,9.60163402557373
2010-12-07,9.54345417022705
2010-12-08,9.627427101135254
2010-12-09,9.589934349060059
2010-12-10,9.61392879486084
2010-12-13,9.647217750549316
2010-12-14,9.60583209991455
2010-12-15,9.60793399810791
2010-12-16,9.634627342224121
2010-12-17,9.615427017211914
2010-12-20,9.663411140441895
2010-12-21,9.72309684753418
2010-12-22,9.751890182495117
2010-12-23,9.705102920532227
2010-12-27,9.737494468688965
2010-12-28,9.76118278503418
2010-12-29,9.75578784942627
2010-12-30,9.706903457641602
2010-12-31,9.673908233642578
2011-01-03,9.884147644042969
2011-01-04,9.935731887817383
2011-01-05,10.017009735107422
2011-01-06,10.0089111328125
2011-01-07,10.080587387084961
2011-01-10,10.270432472229004
2011-01-11,10.24614143371582
2011-01-12,10.32951545715332
2011-01-13,10.367304801940918
2011-01-14,10.451278686523438
2011-01-18,10.216447830200195
2011-01-19,10.162165641784668
2011-01-20,9.97741985321045
2011-01-21,9.798674583435059
2011-01-24,10.120478630065918
2011-01-25,10.238943099975586
2011-01-26,10.312417030334473
2011-01-27,10.29322624206543
2011-01-28,10.079989433288574
2011-01-31,10.17656135559082
2011-02-01,10.347807884216309
2011-02-02,10.326516151428223
2011-02-03,10.30012321472168
2011-02-04,10.391899108886719
2011-02-07,10.55324649810791
2011-02-08,10.652819633483887
2011-02-09,10.741591453552246
2011-02-10,10.633023262023926
2011-02-11,10.702301979064941
2011-02-14,10.77218246459961
2011-02-15,10.793776512145996
2011-02-16,10.89064884185791
2011-02-17,10.745793342590332
2011-02-18,10.51365852355957
2011-02-22,10.155265808105469
2011-02-23,10.275532722473145
2011-02-24,10.283329963684082
2011-02-25,10.441682815551758
2011-02-28,10.593133926391602
2011-03-01,10.476170539855957
2011-03-02,10.560445785522461
2011-03-03,10.783576965332031
2011-03-04,10.796777725219727
2011-03-07,10.657618522644043
2011-03-08,10.669615745544434
2011-03-09,10.570941925048828
2011-03-10,10.396992683410645
2011-03-11,10.556547164916992
2011-03-14,10.60363483428955
2011-03-15,10.359809875488281
2011-03-16,9.897342681884766
2011-03-17,10.036205291748047
2011-03-18,9.917136192321777
2011-03-21,10.175958633422852
2011-03-22,10.23294448852539
2011-03-23,10.172664642333984
2011-03-24,10.3460111618042
2011-03-25,10.543047904968262
2011-03-28,10.510059356689453
2011-03-29,10.525655746459961
2011-03-30,10.455777168273926
2011-03-31,10.452181816101074
2011-04-01,10.333714485168457
2011-04-04,10.232644081115723
2011-04-05,10.163666725158691
2011-04-06,10.138174057006836
2011-04-07,10.13936996459961
2011-04-08,10.048803329467773
2011-04-11,9.921037673950195
2011-04-12,9.969022750854492
2011-04-13,10.080887794494629
2011-04-14,9.969622611999512
2011-04-15,9.820865631103516
2011-04-18,9.952527046203613
2011-04-19,10.132772445678711
2011-04-20,10.26923656463623
2011-04-21,10.517853736877441
2011-04-25,10.587139129638672
2011-04-26,10.509464263916016
2011-04-27,10.501364707946777
2011-04-28,10.399394989013672
2011-04-29,10.500767707824707
2011-05-02,10.385297775268555
2011-05-03,10.44288158416748
2011-05-04,10.483969688415527
2011-05-05,10.399394989013672
2011-05-06,10.396697044372559
2011-05-09,10.424884796142578
2011-05-10,10.480367660522461
2011-05-11,10.413788795471191
2011-05-12,10.393996238708496
2011-05-13,10.21195125579834
2011-05-16,9.996015548706055
2011-05-17,10.081191062927246
2011-05-18,10.193055152893066
2011-05-19,10.212849617004395
2011-05-20,10.053601264953613
2011-05-23,10.029006004333496
2011-05-24,9.962725639343262
2011-05-25,10.100381851196289
2011-05-26,10.046998977661133
2011-05-27,10.119279861450195
2011-05-31,10.431785583496094
2011-06-01,10.362201690673828
2011-06-02,10.379899978637695
2011-06-03,10.30012321472168
2011-06-06,10.138174057006836
2011-06-07,9.958229064941406
2011-06-08,9.964224815368652
2011-06-09,9.941730499267578
2011-06-10,9.77408218383789
2011-06-13,9.795076370239258
2011-06-14,9.970220565795898
2011-06-15,9.799572944641113
2011-06-16,9.751890182495117
2011-06-17,9.604928970336914
2011-06-20,9.456775665283203
2011-06-21,9.756087303161621
2011-06-22,9.67541217803955
2011-06-23,9.933934211730957
2011-06-24,9.787579536437988
2011-06-27,9.958229064941406
2011-06-28,10.054798126220703
2011-06-29,10.018207550048828
2011-06-30,10.067091941833496
2011-07-01,10.294723510742188
2011-07-05,10.47977066040039
2011-07-06,10.549651145935059
2011-07-07,10.712800025939941
2011-07-08,10.788077354431152
2011-07-11,10.616828918457031
2011-07-12,10.609333992004395
2011-07-13,10.737396240234375
2011-07-14,10.72989559173584
2011-07-15,10.944334030151367
2011-07-18,11.210652351379395
2011-07-19,11.302125930786133
2011-07-20,11.603536605834961
2011-07-21,11.615233421325684
2011-07-22,11.7954740524292
2011-07-25,11.951433181762695
2011-07-26,12.098686218261719
2011-07-27,11.77418041229248
2011-07-28,11.751091003417969
2011-07-29,11.710905075073242
2011-08-01,11.898945808410645
2011-08-02,11.663818359375
2011-08-03,11.773581504821777
2011-08-04,11.317721366882324
2011-08-05,11.20524787902832
2011-08-08,10.593133926391602
2011-08-09,11.216950416564941
2011-08-10,10.907443046569824
2011-08-11,11.20765209197998
2011-08-12,11.30632495880127
2011-08-15,11.498863220214844
2011-08-16,11.410991668701172
2011-08-17,11.4097900390625
2011-08-18,10.978219985961914
2011-08-19,10.677709579467773
2011-08-22,10.690006256103516
2011-08-23,11.204652786254883
2011-08-24,11.28203296661377
2011-08-25,11.208250999450684
2011-08-26,11.503966331481934
2011-08-29,11.695606231689453
2011-08-30,11.696208000183105
2011-08-31,11.541455268859863
2011-09-01,11.42748737335205
2011-09-02,11.218149185180664
2011-09-06,11.388794898986816
2011-09-07,11.5144624710083
2011-09-08,11.520759582519531
2011-09-09,11.321019172668457
2011-09-12,11.394796371459961
2011-09-13,11.535154342651367
2011-09-14,11.675512313842773
2011-09-15,11.785282135009766
2011-09-16,12.011408805847168
2011-09-19,12.345209121704102
2011-09-20,12.399800300598145
2011-09-21,12.360507011413574
2011-09-22,12.05100154876709
2011-09-23,12.125378608703613
2011-09-26,12.0914888381958
2011-09-27,11.974224090576172
2011-09-28,11.906745910644531
2011-09-29,11.713602066040039
2011-09-30,11.43618392944336
2011-10-03,11.234644889831543
2011-10-04,11.171662330627441
2011-10-05,11.344110488891602
2011-10-06,11.317721366882324
2011-10-07,11.090690612792969
2011-10-10,11.660818099975586
2011-10-11,12.00511360168457
2011-10-12,12.062097549438477
2011-10-13,12.249241828918457
2011-10-14,12.656222343444824
2011-10-17,12.595938682556152
2011-10-18,12.663420677185059
2011-10-19,11.955029487609863
2011-10-20,11.855757713317871
2011-10-21,11.782583236694336
2011-10-24,12.169466972351074
2011-10-25,11.929535865783691
2011-10-26,12.014411926269531
2011-10-27,12.13707160949707
2011-10-28,12.144869804382324
2011-10-31,12.13977336883545
2011-11-01,11.891749382019043
2011-11-02,11.918740272521973
2011-11-03,12.088489532470703
2011-11-04,12.003615379333496
2011-11-07,11.988320350646973
2011-11-08,12.183260917663574
2011-11-09,11.854856491088867
2011-11-10,11.553149223327637
2011-11-11,11.535154342651367
2011-11-14,11.374402046203613
2011-11-15,11.661417961120605
2011-11-16,11.539653778076172
2011-11-17,11.318921089172363
2011-11-18,11.24483871459961
2011-11-21,11.06699275970459
2011-11-22,11.291927337646484
2011-11-23,11.006415367126465
2011-11-25,10.90384578704834
2011-11-28,11.280227661132812
2011-11-29,11.192659378051758
2011-11-30,11.462577819824219
2011-12-01,11.63442611694336
2011-12-02,11.687512397766113
2011-12-05,11.78677749633789
2011-12-06,11.724998474121094
2011-12-07,11.669215202331543
2011-12-08,11.716302871704102
2011-12-09,11.805074691772461
2011-12-12,11.751688957214355
2011-12-13,11.660818099975586
2011-12-14,11.402292251586914
2011-12-15,11.3648042678833
2011-12-16,11.427190780639648
2011-12-19,11.462878227233887
2011-12-20,11.874953269958496
2011-12-21,11.889947891235352
2011-12-22,11.952929496765137
2011-12-23,12.096287727355957
2011-12-27,12.192256927490234
2011-12-28,12.075594902038574
2011-12-29,12.149970054626465
2011-12-30,12.146374702453613
2012-01-03,12.33321762084961
2012-01-04,12.399497985839844
2012-01-05,12.537154197692871
2012-01-06,12.668216705322266
2012-01-09,12.648122787475586
2012-01-10,12.693405151367188
2012-01-11,12.672715187072754
2012-01-12,12.637923240661621
2012-01-13,12.590538024902344
2012-01-17,12.737195014953613
2012-01-18,12.869458198547363
2012-01-19,12.828666687011719
2012-01-20,12.605236053466797
2012-01-23,12.818471908569336
2012-01-24,12.60853385925293
2012-01-25,13.39580249786377
2012-01-26,13.334918022155762
2012-01-27,13.414393424987793
2012-01-30,13.586240768432617
2012-01-31,13.690311431884766
2012-02-01,13.68161392211914
2012-02-02,13.649524688720703
2012-02-03,13.786283493041992
2012-02-06,13.914945602416992
2012-02-07,14.060700416564941
2012-02-08,14.296130180358887
2012-02-09,14.790681838989258
2012-02-10,14.798179626464844
2012-02-13,15.07349967956543
2012-02-14,15.2792329788208
2012-02-15,14.925644874572754
2012-02-16,15.06180191040039
2012-02-17,15.059103012084961
2012-02-21,15.440887451171875
2012-02-22,15.386610984802246
2012-02-23,15.487071990966797
2012-02-24,15.66761589050293
2012-02-27,15.768098831176758
2012-02-28,16.05750846862793
2012-02-29,16.268339157104492
2012-03-01,16.3292293548584
2012-03-02,16.350521087646484
2012-03-05,15.990028381347656
2012-03-06,15.903047561645508
2012-03-07,15.915955543518066
2012-03-08,16.254846572875977
2012-03-09,16.350217819213867
2012-03-12,16.555055618286133
2012-03-13,17.037921905517578
2012-03-14,17.682117462158203
2012-03-15,17.561553955078125
2012-03-16,17.561853408813477
2012-03-19,18.027618408203125
2012-03-20,18.173370361328125
2012-03-21,18.069604873657227
2012-03-22,17.974822998046875
2012-03-23,17.87615966796875
2012-03-26,18.20395851135254
2012-03-27,18.42889976501465
2012-03-28,18.523075103759766
2012-03-29,18.29033660888672
2012-03-30,17.981130599975586
2012-04-02,18.553354263305664
2012-04-03,18.87396240234375
2012-04-04,18.72369956970215
2012-04-05,19.004724502563477
2012-04-09,19.08120346069336
2012-04-10,18.847570419311523
2012-04-11,18.7803955078125
2012-04-12,18.677518844604492
2012-04-13,18.15147590637207
2012-04-16,17.39870262145996
2012-04-17,18.285533905029297
2012-04-18,18.244749069213867
2012-04-19,17.61794090270996
2012-04-20,17.184276580810547
2012-04-23,17.145875930786133
2012-04-24,16.80338478088379
2012-04-25,18.294536590576172
2012-04-26,18.225555419921875
2012-04-27,18.08460235595703
2012-04-30,17.514169692993164
2012-05-01,17.45868492126465
2012-05-02,17.57415771484375
2012-05-03,17.449390411376953
2012-05-04,16.952434539794922
2012-05-07,17.07930564880371
2012-05-08,17.04030990600586
2012-05-09,17.0703067779541
2012-05-10,17.11048126220703
2012-05-11,16.996231079101562
2012-05-14,16.741596221923828
2012-05-15,16.59014892578125
2012-05-16,16.377511978149414
2012-05-17,15.898848533630371
2012-05-18,15.90665054321289
2012-05-21,16.833375930786133
2012-05-22,16.704111099243164
2012-05-23,17.1116886138916
2012-05-24,16.954540252685547
