Date,BRK-B
2009-07-02,57.86000061035156
2009-07-06,57.099998474121094
2009-07-07,56.20000076293945
2009-07-08,56.220001220703125
2009-07-09,55.41999816894531
2009-07-10,54.900001525878906
2009-07-13,56.560001373291016
2009-07-14,57.400001525878906
2009-07-15,58.79999923706055
2009-07-16,58.459999084472656
2009-07-17,59.02000045776367
2009-07-20,59.470001220703125
2009-07-21,59.5
2009-07-22,60.029998779296875
2009-07-23,61.34000015258789
2009-07-24,62.54999923706055
2009-07-27,62.65999984741211
2009-07-28,62.70000076293945
2009-07-29,62.41999816894531
2009-07-30,63.65999984741211
2009-07-31,63.61000061035156
2009-08-03,65.4000015258789
2009-08-04,65.98999786376953
2009-08-05,69.04000091552734
2009-08-06,70.3499984741211
2009-08-07,70.80000305175781
2009-08-10,67.80000305175781
2009-08-11,65.4000015258789
2009-08-12,66.43000030517578
2009-08-13,67.0999984741211
2009-08-14,66.58000183105469
2009-08-17,64.5999984741211
2009-08-18,65.5
2009-08-19,65.19999694824219
2009-08-20,65.48999786376953
2009-08-21,66.58999633789062
2009-08-24,66.51000213623047
2009-08-25,66.87999725341797
2009-08-26,65.95999908447266
2009-08-27,65.76000213623047
2009-08-28,66.13999938964844
2009-08-31,65.72000122070312
2009-09-01,64.5999984741211
2009-09-02,63.79999923706055
2009-09-03,64.19999694824219
2009-09-04,64.23999786376953
2009-09-08,64.0
2009-09-09,64.80000305175781
2009-09-10,65.01000213623047
2009-09-11,65.27999877929688
2009-09-14,65.13999938964844
2009-09-15,65.98999786376953
2009-09-16,67.62000274658203
2009-09-17,67.37999725341797
2009-09-18,66.5999984741211
2009-09-21,66.41999816894531
2009-09-22,67.19999694824219
2009-09-23,67.19999694824219
2009-09-24,66.22000122070312
2009-09-25,65.36000061035156
2009-09-28,65.81999969482422
2009-09-29,66.81999969482422
2009-09-30,66.45999908447266
2009-10-01,65.22000122070312
2009-10-02,65.29000091552734
2009-10-05,65.69999694824219
2009-10-06,65.77999877929688
2009-10-07,65.80000305175781
2009-10-08,65.70999908447266
2009-10-09,65.73999786376953
2009-10-12,65.5999984741211
2009-10-13,65.80000305175781
2009-10-14,67.05999755859375
2009-10-15,67.20999908447266
2009-10-16,66.12000274658203
2009-10-19,66.55999755859375
2009-10-20,66.01000213623047
2009-10-21,65.66999816894531
2009-10-22,66.77999877929688
2009-10-23,66.36000061035156
2009-10-26,65.86000061035156
2009-10-27,66.06999969482422
2009-10-28,65.5999984741211
2009-10-29,66.12000274658203
2009-10-30,65.66000366210938
2009-11-02,65.30000305175781
2009-11-03,66.51000213623047
2009-11-04,67.62000274658203
2009-11-05,67.9000015258789
2009-11-06,68.5
2009-11-09,68.5
2009-11-10,67.69999694824219
2009-11-11,67.9000015258789
2009-11-12,68.06999969482422
2009-11-13,68.22000122070312
2009-11-16,68.62999725341797
2009-11-17,68.5999984741211
2009-11-18,69.04000091552734
2009-11-19,69.0
2009-11-20,68.94000244140625
2009-11-23,68.80000305175781
2009-11-24,68.30000305175781
2009-11-25,68.05999755859375
2009-11-27,67.63999938964844
2009-11-30,67.05999755859375
2009-12-01,67.05000305175781
2009-12-02,66.73999786376953
2009-12-03,65.81999969482422
2009-12-04,66.4000015258789
2009-12-07,66.30999755859375
2009-12-08,66.27999877929688
2009-12-09,65.68000030517578
2009-12-10,65.5199966430664
2009-12-11,65.73999786376953
2009-12-14,66.26000213623047
2009-12-15,66.19999694824219
2009-12-16,66.16999816894531
2009-12-17,65.7699966430664
2009-12-18,66.06999969482422
2009-12-21,65.9800033569336
2009-12-22,66.0999984741211
2009-12-23,65.72000122070312
2009-12-24,65.73999786376953
2009-12-28,65.70999908447266
2009-12-29,65.5999984741211
2009-12-30,65.79000091552734
2009-12-31,65.72000122070312
2010-01-04,66.22000122070312
2010-01-05,66.54000091552734
2010-01-06,66.19999694824219
2010-01-07,66.45999908447266
2010-01-08,66.44000244140625
2010-01-11,66.5
2010-01-12,66.0
2010-01-13,66.0
2010-01-14,65.95999908447266
2010-01-15,64.94000244140625
2010-01-19,66.63999938964844
2010-01-20,69.5199966430664
2010-01-21,72.72000122070312
2010-01-22,70.0999984741211
2010-01-25,68.83999633789062
2010-01-26,68.0
2010-01-27,71.36000061035156
2010-01-28,73.75
2010-01-29,76.43000030517578
2010-02-01,75.41000366210938
2010-02-02,75.51000213623047
2010-02-03,74.36000061035156
2010-02-04,72.61000061035156
2010-02-05,73.56999969482422
2010-02-08,74.2300033569336
2010-02-09,74.52999877929688
2010-02-10,74.41999816894531
2010-02-11,76.69000244140625
2010-02-12,76.9000015258789
2010-02-16,76.05000305175781
2010-02-17,76.25
2010-02-18,76.63999938964844
2010-02-19,78.73999786376953
2010-02-22,79.55999755859375
2010-02-23,79.1500015258789
2010-02-24,79.68000030517578
2010-02-25,79.4000015258789
2010-02-26,80.12999725341797
2010-03-01,81.91000366210938
2010-03-02,80.7699966430664
2010-03-03,82.94999694824219
2010-03-04,82.68000030517578
2010-03-05,83.36000061035156
2010-03-08,82.79000091552734
2010-03-09,82.47000122070312
2010-03-10,82.06999969482422
2010-03-11,82.36000061035156
2010-03-12,82.23999786376953
2010-03-15,82.16999816894531
2010-03-16,82.30000305175781
2010-03-17,82.5
2010-03-18,82.3499984741211
2010-03-19,82.05999755859375
2010-03-22,82.37000274658203
2010-03-23,82.33000183105469
2010-03-24,81.44000244140625
2010-03-25,81.69999694824219
2010-03-26,81.30000305175781
2010-03-29,81.75
2010-03-30,81.5999984741211
2010-03-31,81.2699966430664
2010-04-01,81.6500015258789
2010-04-05,81.16000366210938
2010-04-06,80.91000366210938
2010-04-07,79.94999694824219
2010-04-08,79.68000030517578
2010-04-09,80.48999786376953
2010-04-12,80.4800033569336
2010-04-13,80.44999694824219
2010-04-14,80.88999938964844
2010-04-15,80.06999969482422
2010-04-16,78.72000122070312
2010-04-19,79.4800033569336
2010-04-20,80.01000213623047
2010-04-21,78.87000274658203
2010-04-22,78.68000030517578
2010-04-23,78.94999694824219
2010-04-26,79.23999786376953
2010-04-27,76.69000244140625
2010-04-28,77.16999816894531
2010-04-29,78.08999633789062
2010-04-30,77.0
2010-05-03,78.44000244140625
2010-05-04,76.61000061035156
2010-05-05,76.69999694824219
2010-05-06,74.58999633789062
2010-05-07,74.41000366210938
2010-05-10,78.2300033569336
2010-05-11,77.61000061035156
2010-05-12,78.0
2010-05-13,77.2699966430664
2010-05-14,76.2300033569336
2010-05-17,76.30999755859375
2010-05-18,75.47000122070312
2010-05-19,75.83000183105469
2010-05-20,72.27999877929688
2010-05-21,73.01000213623047
2010-05-24,70.77999877929688
2010-05-25,70.7300033569336
2010-05-26,70.31999969482422
2010-05-27,73.3499984741211
2010-05-28,70.55000305175781
2010-06-01,70.26000213623047
2010-06-02,72.25
2010-06-03,72.33999633789062
2010-06-04,70.19000244140625
2010-06-07,70.04000091552734
2010-06-08,72.63999938964844
2010-06-09,71.80999755859375
2010-06-10,74.0999984741211
2010-06-11,74.41000366210938
2010-06-14,74.91999816894531
2010-06-15,77.25
2010-06-16,77.51000213623047
2010-06-17,79.2300033569336
2010-06-18,79.93000030517578
2010-06-21,79.80999755859375
2010-06-22,79.52999877929688
2010-06-23,79.13999938964844
2010-06-24,78.86000061035156
2010-06-25,81.9000015258789
2010-06-28,81.0199966430664
2010-06-29,80.02999877929688
2010-06-30,79.69000244140625
2010-07-01,78.80999755859375
2010-07-02,77.23999786376953
2010-07-06,77.56999969482422
2010-07-07,79.91999816894531
2010-07-08,79.41000366210938
2010-07-09,79.75
2010-07-12,79.47000122070312
2010-07-13,79.86000061035156
2010-07-14,79.3499984741211
2010-07-15,79.70999908447266
2010-07-16,77.0999984741211
2010-07-19,77.30999755859375
2010-07-20,78.23999786376953
2010-07-21,76.62999725341797
2010-07-22,78.3499984741211
2010-07-23,78.70999908447266
2010-07-26,78.72000122070312
2010-07-27,78.51000213623047
2010-07-28,77.81999969482422
2010-07-29,78.04000091552734
2010-07-30,78.12000274658203
2010-08-02,79.91999816894531
2010-08-03,79.83000183105469
2010-08-04,80.76000213623047
2010-08-05,80.83000183105469
2010-08-06,80.47000122070312
2010-08-09,80.69999694824219
2010-08-10,79.7300033569336
2010-08-11,77.5
2010-08-12,77.0199966430664
2010-08-13,76.77999877929688
2010-08-16,76.83999633789062
2010-08-17,77.52999877929688
2010-08-18,78.79000091552734
2010-08-19,77.54000091552734
2010-08-20,77.7300033569336
2010-08-23,77.2300033569336
2010-08-24,76.58000183105469
2010-08-25,76.80000305175781
2010-08-26,76.37000274658203
2010-08-27,78.77999877929688
2010-08-30,77.9000015258789
2010-08-31,78.77999877929688
2010-09-01,80.91000366210938
2010-09-02,81.19000244140625
2010-09-03,81.61000061035156
2010-09-07,80.79000091552734
2010-09-08,81.69000244140625
2010-09-09,82.30999755859375
2010-09-10,82.72000122070312
2010-09-13,83.33999633789062
2010-09-14,83.05000305175781
2010-09-15,83.4800033569336
2010-09-16,83.54000091552734
2010-09-17,82.72000122070312
2010-09-20,83.51000213623047
2010-09-21,83.08999633789062
2010-09-22,82.41999816894531
2010-09-23,81.23999786376953
2010-09-24,83.31999969482422
2010-09-27,82.87000274658203
2010-09-28,83.06999969482422
2010-09-29,82.44000244140625
2010-09-30,82.68000030517578
2010-10-01,82.70999908447266
2010-10-04,82.11000061035156
2010-10-05,83.43000030517578
2010-10-06,83.54000091552734
2010-10-07,83.16999816894531
2010-10-08,83.16000366210938
2010-10-11,82.94999694824219
2010-10-12,83.30000305175781
2010-10-13,83.66000366210938
2010-10-14,83.61000061035156
2010-10-15,83.37000274658203
2010-10-18,83.5
2010-10-19,82.36000061035156
2010-10-20,82.91999816894531
2010-10-21,83.01000213623047
2010-10-22,83.33999633789062
2010-10-25,83.33000183105469
2010-10-26,82.22000122070312
2010-10-27,80.55000305175781
2010-10-28,80.0999984741211
2010-10-29,79.55999755859375
2010-11-01,79.9000015258789
2010-11-02,80.41999816894531
2010-11-03,81.2699966430664
2010-11-04,82.95999908447266
2010-11-05,83.72000122070312
2010-11-08,82.31999969482422
2010-11-09,80.8499984741211
2010-11-10,81.93000030517578
2010-11-11,81.12999725341797
2010-11-12,80.25
2010-11-15,80.19000244140625
2010-11-16,79.91000366210938
2010-11-17,79.52999877929688
2010-11-18,80.86000061035156
2010-11-19,80.7699966430664
2010-11-22,80.0
2010-11-23,79.08999633789062
2010-11-24,80.30000305175781
2010-11-26,79.76000213623047
2010-11-29,79.51000213623047
2010-11-30,79.68000030517578
2010-12-01,80.68000030517578
2010-12-02,81.41999816894531
2010-12-03,80.9000015258789
2010-12-06,80.37999725341797
2010-12-07,79.87000274658203
2010-12-08,80.54000091552734
2010-12-09,80.48999786376953
2010-12-10,80.68000030517578
2010-12-13,80.33999633789062
2010-12-14,80.23999786376953
2010-12-15,79.55000305175781
2010-12-16,79.87999725341797
2010-12-17,79.94999694824219
2010-12-20,79.56999969482422
2010-12-21,80.48999786376953
2010-12-22,80.13999938964844
2010-12-23,79.86000061035156
2010-12-27,80.16000366210938
2010-12-28,79.98999786376953
2010-12-29,79.88999938964844
2010-12-30,79.4000015258789
2010-12-31,80.11000061035156
2011-01-03,80.41000366210938
2011-01-04,80.16999816894531
2011-01-05,80.91000366210938
2011-01-06,80.37000274658203
2011-01-07,79.73999786376953
2011-01-10,79.6500015258789
2011-01-11,79.4000015258789
2011-01-12,80.73999786376953
2011-01-13,80.76000213623047
2011-01-14,81.6500015258789
2011-01-18,81.81999969482422
2011-01-19,80.91999816894531
2011-01-20,80.7300033569336
2011-01-21,80.44999694824219
2011-01-24,82.94000244140625
2011-01-25,83.25
2011-01-26,83.06999969482422
2011-01-27,83.02999877929688
2011-01-28,81.55999755859375
2011-01-31,81.75
2011-02-01,83.3499984741211
2011-02-02,82.44999694824219
2011-02-03,83.0199966430664
2011-02-04,83.16999816894531
2011-02-07,84.0999984741211
2011-02-08,84.2699966430664
2011-02-09,83.88999938964844
2011-02-10,84.44999694824219
2011-02-11,84.91000366210938
2011-02-14,85.30000305175781
2011-02-15,84.9800033569336
2011-02-16,84.95999908447266
2011-02-17,84.93000030517578
2011-02-18,85.05000305175781
2011-02-22,83.16999816894531
2011-02-23,82.86000061035156
2011-02-24,83.36000061035156
2011-02-25,84.87000274658203
2011-02-28,87.27999877929688
2011-03-01,85.25
2011-03-02,85.0199966430664
2011-03-03,86.69999694824219
2011-03-04,85.5
2011-03-07,85.04000091552734
2011-03-08,86.3499984741211
2011-03-09,86.0199966430664
2011-03-10,84.9800033569336
2011-03-11,85.30000305175781
2011-03-14,84.20999908447266
2011-03-15,82.5199966430664
2011-03-16,80.94999694824219
2011-03-17,82.7300033569336
2011-03-18,83.4800033569336
2011-03-21,85.16999816894531
2011-03-22,84.9800033569336
2011-03-23,84.73999786376953
2011-03-24,85.16000366210938
2011-03-25,85.23999786376953
2011-03-28,84.37000274658203
2011-03-29,84.70999908447266
2011-03-30,85.45999908447266
2011-03-31,83.62999725341797
2011-04-01,83.68000030517578
2011-04-04,83.0999984741211
2011-04-05,82.04000091552734
2011-04-06,81.98999786376953
2011-04-07,81.93000030517578
2011-04-08,81.80000305175781
2011-04-11,82.26000213623047
2011-04-12,81.68000030517578
2011-04-13,80.76000213623047
2011-04-14,80.73999786376953
2011-04-15,80.88999938964844
2011-04-18,80.30000305175781
2011-04-19,80.5
2011-04-20,81.72000122070312
2011-04-21,82.36000061035156
2011-04-25,82.37999725341797
2011-04-26,82.91999816894531
2011-04-27,82.98999786376953
2011-04-28,83.2699966430664
2011-04-29,83.30000305175781
2011-05-02,81.91999816894531
2011-05-03,82.31999969482422
2011-05-04,81.58000183105469
2011-05-05,79.66000366210938
2011-05-06,80.20999908447266
2011-05-09,80.7300033569336
2011-05-10,81.2300033569336
2011-05-11,80.0999984741211
2011-05-12,80.69999694824219
2011-05-13,79.6500015258789
2011-05-16,79.4800033569336
2011-05-17,78.93000030517578
2011-05-18,79.62000274658203
2011-05-19,79.27999877929688
2011-05-20,78.72000122070312
2011-05-23,77.88999938964844
2011-05-24,77.66999816894531
2011-05-25,78.16000366210938
2011-05-26,78.30999755859375
2011-05-27,78.04000091552734
2011-05-31,79.06999969482422
2011-06-01,77.08000183105469
2011-06-02,77.16000366210938
2011-06-03,76.25
2011-06-06,75.33999633789062
2011-06-07,74.86000061035156
2011-06-08,74.33000183105469
2011-06-09,75.01000213623047
2011-06-10,74.05999755859375
2011-06-13,74.29000091552734
2011-06-14,75.11000061035156
2011-06-15,73.83000183105469
2011-06-16,75.01000213623047
2011-06-17,75.51000213623047
2011-06-20,76.0999984741211
2011-06-21,76.48999786376953
2011-06-22,75.97000122070312
2011-06-23,75.61000061035156
2011-06-24,75.62000274658203
2011-06-27,75.62999725341797
2011-06-28,76.41999816894531
2011-06-29,77.02999877929688
2011-06-30,77.38999938964844
2011-07-01,78.08999633789062
2011-07-05,77.30999755859375
2011-07-06,76.5199966430664
2011-07-07,77.7699966430664
2011-07-08,76.9000015258789
2011-07-11,75.2699966430664
2011-07-12,75.77999877929688
2011-07-13,76.31999969482422
2011-07-14,76.0999984741211
2011-07-15,75.36000061035156
2011-07-18,75.11000061035156
2011-07-19,76.29000091552734
2011-07-20,76.13999938964844
2011-07-21,77.33999633789062
2011-07-22,77.05000305175781
2011-07-25,75.91000366210938
2011-07-26,75.51000213623047
2011-07-27,74.69000244140625
2011-07-28,74.8499984741211
2011-07-29,74.16999816894531
2011-08-01,74.93000030517578
2011-08-02,73.37000274658203
2011-08-03,74.01000213623047
2011-08-04,70.98999786376953
2011-08-05,71.25
2011-08-08,66.6500015258789
2011-08-09,72.93000030517578
2011-08-10,67.5999984741211
2011-08-11,71.73999786376953
2011-08-12,71.5199966430664
2011-08-15,72.54000091552734
2011-08-16,71.77999877929688
2011-08-17,72.37999725341797
2011-08-18,69.55999755859375
2011-08-19,68.33000183105469
2011-08-22,67.80000305175781
2011-08-23,69.58999633789062
2011-08-24,70.75
2011-08-25,68.98999786376953
2011-08-26,69.83999633789062
2011-08-29,72.5999984741211
2011-08-30,72.26000213623047
2011-08-31,73.0
2011-09-01,71.37000274658203
2011-09-02,69.37000274658203
2011-09-06,68.37000274658203
2011-09-07,70.69999694824219
2011-09-08,69.41000366210938
2011-09-09,67.7699966430664
2011-09-12,69.23999786376953
2011-09-13,68.8499984741211
2011-09-14,69.41000366210938
2011-09-15,70.83000183105469
2011-09-16,71.55000305175781
2011-09-19,69.66000366210938
2011-09-20,69.72000122070312
2011-09-21,67.22000122070312
2011-09-22,66.0
2011-09-23,66.37000274658203
2011-09-26,72.08999633789062
2011-09-27,72.06999969482422
2011-09-28,70.77999877929688
2011-09-29,72.70999908447266
2011-09-30,71.04000091552734
2011-10-03,70.05999755859375
2011-10-04,73.16999816894531
2011-10-05,73.2300033569336
2011-10-06,73.62999725341797
2011-10-07,71.69999694824219
2011-10-10,74.11000061035156
2011-10-11,73.41000366210938
2011-10-12,74.70999908447266
2011-10-13,74.05000305175781
2011-10-14,74.75
2011-10-17,72.88999938964844
2011-10-18,75.06999969482422
2011-10-19,74.11000061035156
2011-10-20,75.87000274658203
2011-10-21,77.44999694824219
2011-10-24,77.23999786376953
2011-10-25,75.73999786376953
2011-10-26,78.0199966430664
2011-10-27,80.48999786376953
2011-10-28,79.95999908447266
2011-10-31,77.86000061035156
2011-11-01,75.5199966430664
2011-11-02,77.48999786376953
2011-11-03,78.81999969482422
2011-11-04,77.23999786376953
2011-11-07,77.0999984741211
2011-11-08,78.16000366210938
2011-11-09,75.4000015258789
2011-11-10,75.98999786376953
2011-11-11,76.97000122070312
2011-11-14,75.86000061035156
2011-11-15,75.93000030517578
2011-11-16,74.66999816894531
2011-11-17,74.30000305175781
2011-11-18,75.37000274658203
2011-11-21,74.31999969482422
2011-11-22,74.36000061035156
2011-11-23,72.75
2011-11-25,72.88999938964844
2011-11-28,75.4800033569336
2011-11-29,75.12999725341797
2011-11-30,78.76000213623047
2011-12-01,77.80999755859375
2011-12-02,77.44000244140625
2011-12-05,78.11000061035156
2011-12-06,78.1500015258789
2011-12-07,78.72000122070312
2011-12-08,76.94000244140625
2011-12-09,77.61000061035156
2011-12-12,76.2699966430664
2011-12-13,75.86000061035156
2011-12-14,75.5199966430664
2011-12-15,74.9000015258789
2011-12-16,75.12999725341797
2011-12-19,74.04000091552734
2011-12-20,76.0999984741211
2011-12-21,76.22000122070312
2011-12-22,76.88999938964844
2011-12-23,77.73999786376953
2011-12-27,77.2300033569336
2011-12-28,76.5199966430664
2011-12-29,76.9000015258789
2011-12-30,76.30000305175781
2012-01-03,77.68000030517578
2012-01-04,76.80000305175781
2012-01-05,76.93000030517578
2012-01-06,76.38999938964844
2012-01-09,76.29000091552734
2012-01-10,77.41999816894531
2012-01-11,78.0
2012-01-12,78.5
2012-01-13,77.7699966430664
2012-01-17,77.97000122070312
2012-01-18,78.91999816894531
2012-01-19,79.58999633789062
2012-01-20,79.91000366210938
2012-01-23,79.1500015258789
2012-01-24,78.4800033569336
2012-01-25,79.8499984741211
2012-01-26,79.66000366210938
2012-01-27,79.41999816894531
2012-01-30,78.69000244140625
2012-01-31,78.37000274658203
2012-02-01,78.66000366210938
2012-02-02,78.7300033569336
2012-02-03,80.0
2012-02-06,79.8499984741211
2012-02-07,79.87999725341797
2012-02-08,79.66000366210938
2012-02-09,79.19999694824219
2012-02-10,78.79000091552734
2012-02-13,79.44000244140625
2012-02-14,78.91999816894531
2012-02-15,78.06999969482422
2012-02-16,78.91000366210938
2012-02-17,79.41999816894531
2012-02-21,79.62999725341797
2012-02-22,78.93000030517578
2012-02-23,79.37000274658203
2012-02-24,80.04000091552734
2012-02-27,80.25
2012-02-28,79.44000244140625
2012-02-29,78.44999694824219
2012-03-01,78.77999877929688
2012-03-02,78.29000091552734
2012-03-05,79.16999816894531
2012-03-06,78.47000122070312
2012-03-07,78.81999969482422
2012-03-08,78.87000274658203
2012-03-09,79.41000366210938
2012-03-12,79.54000091552734
2012-03-13,80.76000213623047
2012-03-14,80.70999908447266
2012-03-15,81.33999633789062
2012-03-16,81.06999969482422
2012-03-19,81.4800033569336
2012-03-20,81.44999694824219
2012-03-21,81.20999908447266
2012-03-22,80.93000030517578
2012-03-23,81.37999725341797
2012-03-26,82.33999633789062
2012-03-27,81.76000213623047
2012-03-28,81.77999877929688
2012-03-29,81.3499984741211
2012-03-30,81.1500015258789
2012-04-02,81.83999633789062
2012-04-03,81.54000091552734
2012-04-04,81.05000305175781
2012-04-05,80.91000366210938
2012-04-09,79.76000213623047
2012-04-10,78.69999694824219
2012-04-11,79.05000305175781
2012-04-12,80.05999755859375
2012-04-13,78.81999969482422
2012-04-16,79.66999816894531
2012-04-17,80.76000213623047
2012-04-18,79.73999786376953
2012-04-19,79.27999877929688
2012-04-20,78.9000015258789
2012-04-23,78.80000305175781
2012-04-24,79.79000091552734
2012-04-25,79.94000244140625
2012-04-26,80.4000015258789
2012-04-27,80.55999755859375
2012-04-30,80.44999694824219
2012-05-01,81.45999908447266
2012-05-02,81.12999725341797
2012-05-03,81.26000213623047
2012-05-04,80.94000244140625
2012-05-07,82.47000122070312
2012-05-08,82.22000122070312
2012-05-09,81.43000030517578
2012-05-10,81.77999877929688
2012-05-11,81.5999984741211
2012-05-14,80.52999877929688
2012-05-15,80.20999908447266
2012-05-16,80.58999633789062
2012-05-17,79.87000274658203
2012-05-18,78.91000366210938
2012-05-21,79.80000305175781
2012-05-22,79.6500015258789
2012-05-23,79.75
2012-05-24,79.80000305175781
2012-05-25,79.25
2012-05-29,79.81999969482422
2012-05-30,78.83000183105469
2012-05-31,79.36000061035156
2012-06-01,79.0199966430664
2012-06-04,79.04000091552734
2012-06-05,79.12000274658203
2012-06-06,80.68000030517578
2012-06-07,80.66000366210938
2012-06-08,81.36000061035156
2012-06-11,80.27999877929688
2012-06-12,81.26000213623047
2012-06-13,80.58999633789062
2012-06-14,81.72000122070312
2012-06-15,82.56999969482422
2012-06-18,82.1500015258789
2012-06-19,82.9800033569336
2012-06-20,82.45999908447266
2012-06-21,81.19000244140625
2012-06-22,81.87000274658203
2012-06-25,80.47000122070312
2012-06-26,81.33000183105469
2012-06-27,81.9800033569336
2012-06-28,82.33999633789062
2012-06-29,83.33000183105469
2012-07-02,83.6500015258789
