Date,GOOGL
2009-07-31,11.004192352294922
2009-08-03,11.23170280456543
2009-08-04,11.269454956054688
2009-08-05,11.20512580871582
2009-08-06,11.185754776000977
2009-08-07,11.353157997131348
2009-08-10,11.340987205505371
2009-08-11,11.27467155456543
2009-08-12,11.389917373657227
2009-08-13,11.481817245483398
2009-08-14,11.425186157226562
2009-08-17,11.04989242553711
2009-08-18,11.059579849243164
2009-08-19,11.027042388916016
2009-08-20,11.435370445251465
2009-08-21,11.55533504486084
2009-08-24,11.642017364501953
2009-08-25,11.707587242126465
2009-08-26,11.623885154724121
2009-08-27,11.575700759887695
2009-08-28,11.543163299560547
2009-08-31,11.466663360595703
2009-09-01,11.31987476348877
2009-09-02,11.251572608947754
2009-09-03,11.363588333129883
2009-09-04,11.457473754882812
2009-09-08,11.390911102294922
2009-09-09,11.523791313171387
2009-09-10,11.696905136108398
2009-09-11,11.72671127319336
2009-09-14,11.800726890563965
2009-09-15,11.860833168029785
2009-09-16,12.12783432006836
2009-09-17,12.21302604675293
2009-09-18,12.20656967163086
2009-09-21,12.344167709350586
2009-09-22,12.395332336425781
2009-09-23,12.38043212890625
2009-09-24,12.338455200195312
2009-09-25,12.231901168823242
2009-09-28,12.382168769836426
2009-09-29,12.382168769836426
2009-09-30,12.315604209899902
2009-10-01,12.100762367248535
2009-10-02,12.035688400268555
2009-10-05,12.133548736572266
2009-10-06,12.387385368347168
2009-10-07,12.854329109191895
2009-10-08,12.7708740234375
2009-10-09,12.822287559509277
2009-10-12,13.015769958496094
2009-10-13,13.067183494567871
2009-10-14,13.29593563079834
2009-10-15,13.161565780639648
2009-10-16,13.656822204589844
2009-10-19,13.712457656860352
2009-10-20,13.703268051147461
2009-10-21,13.687870025634766
2009-10-22,13.762131690979004
2009-10-23,13.752197265625
2009-10-26,13.765113830566406
2009-10-27,13.618077278137207
2009-10-28,13.419626235961914
2009-10-29,13.686627388000488
2009-10-30,13.31580638885498
2009-11-02,13.262903213500977
2009-11-03,13.344865798950195
2009-11-04,13.420371055603027
2009-11-05,13.627018928527832
2009-11-06,13.687870025634766
2009-11-09,13.971263885498047
2009-11-10,14.076821327209473
2009-11-11,14.171204566955566
2009-11-12,14.103894233703613
2009-11-13,14.208212852478027
2009-11-16,14.313273429870605
2009-11-17,14.343328475952148
2009-11-18,14.322464942932129
2009-11-19,14.231559753417969
2009-11-20,14.156302452087402
2009-11-23,14.46403694152832
2009-11-24,14.482417106628418
2009-11-25,14.548235893249512
2009-11-27,14.39970874786377
2009-11-30,14.480181694030762
2009-12-01,14.6508150100708
2009-12-02,14.592198371887207
2009-12-03,14.548235893249512
2009-12-04,14.530105590820312
2009-12-07,14.560903549194336
2009-12-08,14.58077335357666
2009-12-09,14.629701614379883
2009-12-10,14.691299438476562
2009-12-11,14.66671085357666
2009-12-14,14.796359062194824
2009-12-15,14.732030868530273
2009-12-16,14.846779823303223
2009-12-17,14.751901626586914
2009-12-18,14.813498497009277
2009-12-21,14.869632720947266
2009-12-22,14.930234909057617
2009-12-23,15.19251823425293
2009-12-24,15.361409187316895
2009-12-28,15.47044563293457
2009-12-29,15.384262084960938
2009-12-30,15.46696949005127
2009-12-31,15.398667335510254
2010-01-04,15.566816329956055
2010-01-05,15.49826431274414
2010-01-06,15.107573509216309
2010-01-07,14.755873680114746
2010-01-08,14.952588081359863
2010-01-11,14.929986953735352
2010-01-12,14.665966033935547
2010-01-13,14.581766128540039
2010-01-14,14.650318145751953
2010-01-15,14.405671119689941
2010-01-19,14.594928741455078
2010-01-20,14.415851593017578
2010-01-21,14.479684829711914
2010-01-22,13.660796165466309
2010-01-25,13.412175178527832
2010-01-26,13.472280502319336
2010-01-27,13.464332580566406
2010-01-28,13.270354270935059
2010-01-29,13.162310600280762
2010-02-01,13.238809585571289
2010-02-02,13.191617965698242
2010-02-03,13.432540893554688
2010-02-04,13.083824157714844
2010-02-05,13.195840835571289
2010-02-08,13.24998664855957
2010-02-09,13.323752403259277
2010-02-10,13.27432918548584
2010-02-11,13.322759628295898
2010-02-12,13.241293907165527
2010-02-16,13.444463729858398
2010-02-17,13.367715835571289
2010-02-18,13.492152214050293
2010-02-19,13.431053161621094
2010-02-22,13.481719970703125
2010-02-23,13.289724349975586
2010-02-24,13.200312614440918
2010-02-25,13.075132369995117
2010-02-26,13.084321975708008
2010-03-01,13.23061466217041
2010-03-02,13.43850326538086
2010-03-03,13.5443115234375
2010-03-04,13.774551391601562
2010-03-05,14.013487815856934
2010-03-08,13.970519065856934
2010-03-09,13.913641929626465
2010-03-10,14.317497253417969
2010-03-11,14.433982849121094
2010-03-12,14.394242286682129
2010-03-15,13.987905502319336
2010-03-16,14.038076400756836
2010-03-17,14.047018051147461
2010-03-18,14.067883491516113
2010-03-19,13.90892219543457
2010-03-22,13.846827507019043
2010-03-23,13.635711669921875
2010-03-24,13.842605590820312
2010-03-25,13.98045539855957
2010-03-26,13.975733757019043
2010-03-29,13.969773292541504
2010-03-30,14.075581550598145
2010-03-31,14.085763931274414
2010-04-01,14.12749195098877
2010-04-05,14.182382583618164
2010-04-06,14.113083839416504
2010-04-07,13.996847152709961
2010-04-08,14.094953536987305
2010-04-09,14.063410758972168
2010-04-12,14.225102424621582
2010-04-13,14.57381820678711
2010-04-14,14.629205703735352
2010-04-15,14.785677909851074
2010-04-16,13.664275169372559
2010-04-19,13.663031578063965
2010-04-20,13.785727500915527
2010-04-21,13.767349243164062
2010-04-22,13.58752727508545
2010-04-23,13.536112785339355
2010-04-26,13.204533576965332
2010-04-27,13.140454292297363
2010-04-28,13.143682479858398
2010-04-29,13.213476181030273
2010-04-30,13.057001113891602
2010-05-03,13.178705215454102
2010-05-04,12.57689380645752
2010-05-05,12.661093711853027
2010-05-06,12.385645866394043
2010-05-07,12.248296737670898
2010-05-10,12.956408500671387
2010-05-11,12.643457412719727
2010-05-12,12.552553176879883
2010-05-13,12.688912391662598
2010-05-14,12.605705261230469
2010-05-17,12.6166353225708
2010-05-18,12.378194808959961
2010-05-19,12.2803373336792
2010-05-20,11.797995567321777
2010-05-21,11.724474906921387
2010-05-24,11.851394653320312
2010-05-25,11.849160194396973
2010-05-26,11.80942153930664
2010-05-27,12.181734085083008
2010-05-28,12.061766624450684
2010-06-01,11.980796813964844
2010-06-02,12.254010200500488
2010-06-03,12.557768821716309
2010-06-04,12.386889457702637
2010-06-07,12.059036254882812
2010-06-08,12.040656089782715
2010-06-09,11.773404121398926
2010-06-10,12.09604263305664
2010-06-11,12.133051872253418
2010-06-14,12.001164436340332
2010-06-15,12.368757247924805
2010-06-16,12.450223922729492
2010-06-17,12.420668601989746
2010-06-18,12.419424057006836
2010-06-21,12.134540557861328
2010-06-22,12.077167510986328
2010-06-23,11.972847938537598
2010-06-24,11.800230026245117
2010-06-25,11.74012279510498
2010-06-28,11.725221633911133
2010-06-29,11.28261947631836
2010-06-30,11.051383972167969
2010-07-01,10.915771484375
2010-07-02,10.84274959564209
2010-07-06,10.830828666687012
2010-07-07,11.181778907775879
2010-07-08,11.339744567871094
2010-07-09,11.611217498779297
2010-07-12,11.818360328674316
2010-07-13,12.150437355041504
2010-07-14,12.203590393066406
2010-07-15,12.270153045654297
2010-07-16,11.415498733520508
2010-07-19,11.578681945800781
2010-07-20,11.961423873901367
2010-07-21,11.859838485717773
2010-07-22,12.041400909423828
2010-07-23,12.171797752380371
2010-07-26,12.144722938537598
2010-07-27,12.23563003540039
2010-07-28,12.029975891113281
2010-07-29,12.04587173461914
2010-07-30,12.042393684387207
2010-08-02,12.180490493774414
2010-08-03,12.166085243225098
2010-08-04,12.575654029846191
2010-08-05,12.619863510131836
2010-08-06,12.424145698547363
2010-08-09,12.551560401916504
2010-08-10,12.510828018188477
2010-08-11,12.21352481842041
2010-08-12,12.220230102539062
2010-08-13,12.07965087890625
2010-08-16,12.060775756835938
2010-08-17,12.183221817016602
2010-08-18,11.975333213806152
2010-08-19,11.623139381408691
2010-08-20,11.475358963012695
2010-08-23,11.526273727416992
2010-08-24,11.211337089538574
2010-08-25,11.291561126708984
2010-08-26,11.201152801513672
2010-08-27,11.396125793457031
2010-08-30,11.24362564086914
2010-08-31,11.177309036254883
2010-09-01,11.433382034301758
2010-09-02,11.504169464111328
2010-09-03,11.681011199951172
2010-09-07,11.534470558166504
2010-09-08,11.687965393066406
2010-09-09,11.82705307006836
2010-09-10,11.826061248779297
2010-09-13,11.978314399719238
2010-09-14,11.93261432647705
2010-09-15,11.93782901763916
2010-09-16,11.948261260986328
2010-09-17,12.174032211303711
2010-09-20,12.624333381652832
2010-09-21,12.75299072265625
2010-09-22,12.816079139709473
2010-09-23,12.753487586975098
2010-09-24,13.096491813659668
2010-09-27,13.173985481262207
2010-09-28,13.093511581420898
2010-09-29,13.106426239013672
2010-09-30,13.059236526489258
2010-10-01,13.055013656616211
2010-10-04,12.973795890808105
2010-10-05,13.368212699890137
2010-10-06,13.271843910217285
2010-10-07,13.16404914855957
2010-10-08,13.321518898010254
2010-10-11,13.383362770080566
2010-10-12,13.446699142456055
2010-10-13,13.49413776397705
2010-10-14,13.435275077819824
2010-10-15,14.938429832458496
2010-10-18,15.34228515625
2010-10-19,15.096893310546875
2010-10-20,15.100619316101074
2010-10-21,15.200217247009277
2010-10-22,15.213627815246582
2010-10-25,15.312234878540039
2010-10-26,15.364391326904297
2010-10-27,15.31148910522461
2010-10-28,15.36389446258545
2010-10-29,15.242688179016113
2010-11-01,15.274977684020996
2010-11-02,15.28987979888916
2010-11-03,15.403633117675781
2010-11-04,15.505219459533691
2010-11-05,15.525339126586914
2010-11-08,15.56731128692627
2010-11-09,15.518879890441895
2010-11-10,15.470695495605469
2010-11-11,15.329371452331543
2010-11-12,14.984130859375
2010-11-15,14.789902687072754
2010-11-16,14.498064041137695
2010-11-17,14.493841171264648
2010-11-18,14.816976547241211
2010-11-19,14.67465877532959
2010-11-22,14.684343338012695
2010-11-23,14.480429649353027
2010-11-24,14.777483940124512
2010-11-26,14.65404224395752
2010-11-29,14.458074569702148
2010-11-30,13.80237102508545
2010-12-01,14.016963958740234
2010-12-02,14.202498435974121
2010-12-03,14.231807708740234
2010-12-06,14.364935874938965
2010-12-07,14.583008766174316
2010-12-08,14.667455673217773
2010-12-09,14.691299438476562
2010-12-10,14.708932876586914
2010-12-13,14.768791198730469
2010-12-14,14.775995254516602
2010-12-15,14.661493301391602
2010-12-16,14.696515083312988
2010-12-17,14.673913955688477
2010-12-20,14.779720306396484
2010-12-21,14.978667259216309
2010-12-22,15.038773536682129
2010-12-23,15.007476806640625
2010-12-27,14.961530685424805
2010-12-28,14.875593185424805
2010-12-29,14.927254676818848
2010-12-30,14.874101638793945
2010-12-31,14.752646446228027
2011-01-03,15.010458946228027
2011-01-04,14.955072402954102
2011-01-05,15.127691268920898
2011-01-06,15.237720489501953
2011-01-07,15.310742378234863
2011-01-10,15.255355834960938
2011-01-11,15.300063133239746
2011-01-12,15.321423530578613
2011-01-13,15.3169527053833
2011-01-14,15.502985000610352
2011-01-18,15.886722564697266
2011-01-19,15.69100284576416
2011-01-20,15.56731128692627
2011-01-21,15.19624137878418
2011-01-24,15.17761516571045
2011-01-25,15.396926879882812
2011-01-26,15.312234878540039
2011-01-27,15.319436073303223
2011-01-28,14.927005767822266
2011-01-31,14.911358833312988
2011-02-01,15.176621437072754
2011-02-02,15.200464248657227
2011-02-03,15.154516220092773
2011-02-04,15.175131797790527
2011-02-07,15.257343292236328
2011-02-08,15.358925819396973
2011-02-09,15.312234878540039
2011-02-10,15.310742378234863
2011-02-11,15.510931968688965
2011-02-14,15.601588249206543
2011-02-15,15.502237319946289
2011-02-16,15.50397777557373
2011-02-17,15.529808044433594
2011-02-18,15.649524688720703
2011-02-22,15.156006813049316
2011-02-23,15.183573722839355
2011-02-24,15.121481895446777
2011-02-25,15.15178394317627
2011-02-28,15.235237121582031
2011-03-01,14.921292304992676
2011-03-02,14.922038078308105
2011-03-03,15.139860153198242
2011-03-04,14.917816162109375
2011-03-07,14.695272445678711
2011-03-08,14.711417198181152
2011-03-09,14.698005676269531
2011-03-10,14.413121223449707
2011-03-11,14.323954582214355
2011-03-14,14.157047271728516
2011-03-15,14.146367073059082
2011-03-16,13.836892127990723
2011-03-17,13.942700386047363
2011-03-18,13.935249328613281
2011-03-21,14.318737983703613
2011-03-22,14.339104652404785
2011-03-23,14.459319114685059
2011-03-24,14.576798439025879
2011-03-25,14.399209976196289
2011-03-28,14.290423393249512
2011-03-29,14.448638916015625
2011-03-30,14.451370239257812
2011-03-31,14.573570251464844
2011-04-01,14.698749542236328
2011-04-04,14.596421241760254
2011-04-05,14.13469409942627
2011-04-06,14.261115074157715
2011-04-07,14.405671119689941
2011-04-08,14.359968185424805
2011-04-11,14.340348243713379
2011-04-12,14.172446250915527
2011-04-13,14.313273429870605
2011-04-14,14.368660926818848
2011-04-15,13.181187629699707
2011-04-18,13.085314750671387
2011-04-19,12.953428268432617
2011-04-20,13.057744979858398
2011-04-21,13.042098999023438
2011-04-25,13.04085636138916
2011-04-26,13.233841896057129
2011-04-27,13.356537818908691
2011-04-28,13.36175537109375
2011-04-29,13.514008522033691
2011-05-02,13.376408576965332
2011-05-03,13.260419845581055
2011-05-04,13.307610511779785
2011-05-05,13.269856452941895
2011-05-06,13.295438766479492
2011-05-09,13.354552268981934
2011-05-10,13.478243827819824
2011-05-11,13.299165725708008
2011-05-12,13.289231300354004
2011-05-13,13.152624130249023
2011-05-16,12.87618350982666
2011-05-17,13.175226211547852
2011-05-18,13.159083366394043
2011-05-19,13.19484806060791
2011-05-20,13.015522956848145
2011-05-23,12.875438690185547
2011-05-24,12.872209548950195
2011-05-25,12.907231330871582
2011-05-26,12.868982315063477
2011-05-27,12.937780380249023
2011-05-31,13.139459609985352
2011-06-01,13.054518699645996
2011-06-02,13.115617752075195
2011-06-03,12.991926193237305
2011-06-06,12.941756248474121
2011-06-07,12.891335487365723
2011-06-08,12.894813537597656
2011-06-09,12.834210395812988
2011-06-10,12.65488338470459
2011-06-13,12.536161422729492
2011-06-14,12.626569747924805
2011-06-15,12.491950988769531
2011-06-16,12.427871704101562
2011-06-17,12.04661750793457
2011-06-20,12.035688400268555
2011-06-21,12.244816780090332
2011-06-22,12.09604263305664
2011-06-23,11.927397727966309
2011-06-24,11.79476547241211
2011-06-27,11.991477966308594
2011-06-28,12.260963439941406
2011-06-29,12.358325958251953
2011-06-30,12.577142715454102
2011-07-01,12.941009521484375
2011-07-05,13.22440242767334
2011-07-06,13.296928405761719
2011-07-07,13.576102256774902
2011-07-08,13.213227272033691
2011-07-11,13.096242904663086
2011-07-12,13.263400077819824
2011-07-13,13.36895751953125
2011-07-14,13.137474060058594
2011-07-15,14.843303680419922
2011-07-18,14.776739120483398
2011-07-19,14.965751647949219
2011-07-20,14.786924362182617
2011-07-21,15.076029777526855
2011-07-22,15.355201721191406
2011-07-25,15.373828887939453
2011-07-26,15.46175479888916
2011-07-27,15.081742286682129
2011-07-28,15.174137115478516
2011-07-29,14.994065284729004
2011-08-01,15.070564270019531
2011-08-02,14.713652610778809
2011-08-03,14.931477546691895
2011-08-04,14.344072341918945
2011-08-05,14.381824493408203
2011-08-08,13.561695098876953
2011-08-09,14.24199104309082
2011-08-10,13.635960578918457
2011-08-11,13.961825370788574
2011-08-12,14.00256061553955
2011-08-15,13.840123176574707
2011-08-16,13.387336730957031
2011-08-17,13.242037773132324
2011-08-18,12.539887428283691
2011-08-19,12.193157196044922
2011-08-22,12.373228073120117
2011-08-23,12.886119842529297
2011-08-24,12.997142791748047
2011-08-25,12.916420936584473
2011-08-26,13.08581256866455
2011-08-29,13.389325141906738
2011-08-30,13.429559707641602
2011-08-31,13.436019897460938
2011-09-01,13.225894927978516
2011-09-02,13.03564167022705
2011-09-06,12.969573020935059
2011-09-07,13.263895034790039
2011-09-08,13.286994934082031
2011-09-09,13.035888671875
2011-09-12,13.166781425476074
2011-09-13,13.151880264282227
2011-09-14,13.215214729309082
2011-09-15,13.475759506225586
2011-09-16,13.578088760375977
2011-09-19,13.577839851379395
2011-09-20,13.576845169067383
2011-09-21,13.392304420471191
2011-09-22,12.9318208694458
2011-09-23,13.05228042602539
2011-09-26,13.21074390411377
2011-09-27,13.395781517028809
2011-09-28,13.134989738464355
2011-09-29,13.101709365844727
2011-09-30,12.792235374450684
2011-10-03,12.307409286499023
2011-10-04,12.465869903564453
2011-10-05,12.535415649414062
2011-10-06,12.784040451049805
2011-10-07,12.794220924377441
2011-10-10,13.341883659362793
2011-10-11,13.491156578063965
2011-10-12,13.623291969299316
2011-10-13,13.883837699890137
2011-10-14,14.695769309997559
2011-10-17,14.465527534484863
2011-10-18,14.66671085357666
2011-10-19,14.423057556152344
2011-10-20,14.496821403503418
2011-10-21,14.66621208190918
2011-10-24,14.813498497009277
2011-10-25,14.484155654907227
2011-10-26,14.562394142150879
2011-10-27,14.869382858276367
2011-10-28,14.905895233154297
2011-10-31,14.719613075256348
2011-11-01,14.372138977050781
2011-11-02,14.525385856628418
2011-11-03,14.84032154083252
2011-11-04,14.806543350219727
2011-11-07,15.109310150146484
2011-11-08,15.208910942077637
2011-11-09,14.92601203918457
2011-11-10,14.780217170715332
2011-11-11,15.109807968139648
2011-11-14,15.225300788879395
2011-11-15,15.313722610473633
2011-11-16,15.187300682067871
2011-11-17,14.924026489257812
2011-11-18,14.775249481201172
2011-11-21,14.42901611328125
2011-11-22,14.405671119689941
2011-11-23,14.160028457641602
2011-11-25,13.98343563079834
2011-11-28,14.609086036682129
2011-11-29,14.47844409942627
2011-11-30,14.887264251708984
2011-12-01,15.244426727294922
2011-12-02,15.408106803894043
2011-12-05,15.539494514465332
2011-12-06,15.492801666259766
2011-12-07,15.48336124420166
2011-12-08,15.301055908203125
2011-12-09,15.583456993103027
2011-12-12,15.533037185668945
2011-12-13,15.5389986038208
2011-12-14,15.351227760314941
2011-12-15,15.387738227844238
2011-12-16,15.547194480895996
2011-12-19,15.44461441040039
2011-12-20,15.65672779083252
2011-12-21,15.543717384338379
2011-12-22,15.64008617401123
2011-12-23,15.725525856018066
2011-12-27,15.902118682861328
2011-12-28,15.888460159301758
2011-12-29,15.955520629882812
2011-12-30,16.042451858520508
2012-01-03,16.527029037475586
2012-01-04,16.59831428527832
2012-01-05,16.36806869506836
2012-01-06,16.144779205322266
2012-01-09,15.4602632522583
2012-01-10,15.477152824401855
2012-01-11,15.547194480895996
2012-01-12,15.638595581054688
2012-01-13,15.523101806640625
2012-01-17,15.61226749420166
2012-01-18,15.719813346862793
2012-01-19,15.885231018066406
2012-01-20,14.554445266723633
2012-01-23,14.542771339416504
2012-01-24,14.4287691116333
2012-01-25,14.14462947845459
2012-01-26,14.110106468200684
2012-01-27,14.405171394348145
2012-01-30,14.348296165466309
2012-01-31,14.408400535583496
2012-02-01,14.426284790039062
2012-02-02,14.532588005065918
2012-02-03,14.811263084411621
2012-02-06,15.12818717956543
2012-02-07,15.070564270019531
2012-02-08,15.147065162658691
2012-02-09,15.187051773071289
2012-02-10,15.049205780029297
2012-02-13,15.205432891845703
2012-02-14,15.144828796386719
2012-02-15,15.040511131286621
2012-02-16,15.06435489654541
2012-02-17,15.017661094665527
2012-02-21,15.250139236450195
2012-02-22,15.099625587463379
2012-02-23,15.054173469543457
2012-02-24,15.148305892944336
2012-02-27,15.133652687072754
2012-02-28,15.359176635742188
2012-02-29,15.355697631835938
2012-03-01,15.458773612976074
2012-03-02,15.430211067199707
2012-03-05,15.256349563598633
2012-03-06,15.025609016418457
2012-03-07,15.071310043334961
2012-03-08,15.079755783081055
2012-03-09,14.908625602722168
2012-03-12,15.030328750610352
2012-03-13,15.344023704528809
2012-03-14,15.299565315246582
2012-03-15,15.427229881286621
2012-03-16,15.524344444274902
2012-03-19,15.746389389038086
2012-03-20,15.734220504760742
2012-03-21,15.895414352416992
2012-03-22,16.04617691040039
2012-03-23,15.960240364074707
2012-03-26,16.127641677856445
2012-03-27,16.070268630981445
2012-03-28,16.2873477935791
2012-03-29,16.10478973388672
2012-03-30,15.926709175109863
2012-04-02,16.067787170410156
2012-04-03,15.960983276367188
2012-04-04,15.775449752807617
2012-04-05,15.705160140991211
2012-04-09,15.668401718139648
2012-04-10,15.569547653198242
2012-04-11,15.795568466186523
2012-04-12,16.169370651245117
2012-04-13,15.513416290283203
2012-04-16,15.053179740905762
2012-04-17,15.140110969543457
2012-04-18,15.087455749511719
2012-04-19,14.885029792785645
2012-04-20,14.804556846618652
2012-04-23,14.842806816101074
2012-04-24,14.9339599609375
2012-04-25,15.14383602142334
2012-04-26,15.286650657653809
2012-04-27,15.274478912353516
2012-04-30,15.02287769317627
2012-05-01,15.012446403503418
2012-05-02,15.08273696899414
2012-05-03,15.176124572753906
2012-05-04,14.82715892791748
2012-05-07,15.089938163757324
2012-05-08,15.220086097717285
2012-05-09,15.129678726196289
2012-05-10,15.241695404052734
2012-05-11,15.032316207885742
2012-05-14,15.001766204833984
2012-05-15,15.178360939025879
2012-05-16,15.62096118927002
2012-05-17,15.4749174118042
2012-05-18,14.912351608276367
2012-05-21,15.2528715133667
2012-05-22,14.922286033630371
2012-05-23,15.137377738952637
2012-05-24,14.993321418762207
2012-05-25,14.69204330444336
2012-05-29,14.761837005615234
2012-05-30,14.610081672668457
2012-05-31,14.427030563354492
2012-06-01,14.181636810302734
2012-06-04,14.370648384094238
2012-06-05,14.167478561401367
2012-06-06,14.41982650756836
